x1,y1,z1,x2,y2,z2
13.2584,-14.9738,114.773,13.3923,-15.1219,112.636
13.1621,-15.0586,114.644,13.293,-15.2098,116.911
13.2684,-14.965,111.519,13.3976,-15.1177,115.96
13.2684,-14.965,111.519,13.3923,-15.1219,112.636
-17.6271,-30.2372,111.242,-17.7329,-30.4071,115.852
-12.997,-32.4976,115.459,-13.0512,-32.6913,116.113
-29.5887,-40.3055,116.631,-29.6776,-40.4881,117.103
-5.09903,-34.6267,-118.921,-5.10496,-34.8278,-119.613
17.7603,-9.19613,-105.362,17.9424,-9.27958,-101.063
18.0805,-8.54994,-95.923,18.2671,-8.62261,-96.8869
-21.7963,-44.9992,-99.2543,-21.8772,-45.1821,-100.045
17.9577,-8.80456,-75.7932,18.1425,-8.88137,-76.5275
18.6052,-7.33815,-79.4498,18.787,-7.42233,-75.0104
18.604,-7.3413,-71.5378,18.787,-7.42233,-75.0104
-5.97951,-34.4855,-75.7764,-5.99306,-34.686,-70.7034
-50.1124,-48.8751,-79.6951,-50.3305,-49.2238,-80.16
18.743,-6.97844,-60.4056,18.9352,-7.03551,-67.2226
-6.66977,-34.3586,-60.6285,-6.73324,-34.55,-68.8913
-6.67896,-34.3568,-68.4618,-6.73324,-34.55,-68.8913
-26.5443,-42.3722,-60.1125,-26.6825,-42.5216,-62.504
-51.5394,-47.3672,-68.1529,-51.7632,-47.7148,-68.5502
18.9498,-6.39571,-55.6143,19.1434,-6.44798,-56.1635
18.2236,-8.24044,-55.2806,18.4001,-8.33466,-55.8409
18.0302,-8.655,-56.4601,18.2135,-8.73574,-57.0272
-7.50281,-34.1864,-56.6955,-7.55358,-34.38,-55.119
-10.5958,-33.3579,-57.5927,-10.6749,-33.5425,-57.9297
-4.99312,-34.642,-56.5186,-5.00102,-34.8429,-58.7802
-4.93077,-34.6511,-58.438,-4.98014,-34.8458,-56.8495
19.5877,-4.04011,-47.8815,19.7808,-4.09385,-49.4856
19.3527,-5.047,-40.3491,19.5478,-5.09191,-43.6949
18.9406,-6.42324,-47.491,19.1344,-6.47372,-47.969
-2.88856,-34.8805,-41.6387,-2.91529,-35.0792,-49.1892
-2.93509,-34.8768,-48.9059,-2.97383,-35.0741,-41.8866
19.0416,-6.11715,-38.4787,19.2364,-6.16459,-38.8698
19.0416,-6.11715,-38.4787,19.2353,-6.16793,-35.2681
19.1426,-5.79442,-32.6918,19.3362,-5.8443,-33.022
19.1914,-5.62959,-33.7708,19.3861,-5.6769,-34.1167
19.1936,-5.6217,-31.3072,19.3861,-5.6769,-34.1167
19.7953,-2.85078,-33.0636,19.9952,-2.86862,-33.3945
16.9079,-10.682,-33.8696,17.0708,-10.7995,-34.2195
19.2503,-5.42475,-37.9156,19.4469,-5.46434,-37.5377
19.7959,-2.85028,-30.4573,19.9952,-2.86862,-33.3945
17.9048,-8.91152,-39.5386,18.0901,-8.98839,-36.6185
19.1415,-5.79694,-30.3314,19.3362,-5.8443,-33.022
17.8789,-8.96339,-36.2444,18.0633,-9.04199,-39.9389
-6.72578,-34.3479,-33.3847,-6.78463,-34.5399,-33.5772
-6.72578,-34.3479,-33.3847,-6.78935,-34.539,-36.7437
-9.22183,-33.7631,-33.0029,-9.26157,-33.9602,-33.1903
-22.4035,-44.6998,-33.7586,-22.4904,-44.8801,-36.0365
-22.4662,-44.6684,-35.8861,-22.5438,-44.8533,-33.8976
-66.7711,-52.5988,-31.695,-67.0184,-52.9307,-31.8476
19.5918,-4.02,-22.0048,19.789,-4.05454,-28.9927
19.7135,-3.37218,-23.7085,19.9122,-3.39785,-22.9995
18.7285,-7.01715,-26.6621,18.918,-7.08154,-26.3925
19.7263,-3.29773,-22.7627,19.9259,-3.31603,-28.9361
18.0769,-8.55722,-20.5056,18.2518,-8.65516,-24.3457
17.1327,-10.3187,-22.1493,17.3043,-10.4212,-25.4611
17.1327,-10.3187,-22.1493,17.2968,-10.4339,-22.3736
19.4506,-4.65602,-22.4137,19.6437,-4.70798,-29.7739
16.3671,-11.4942,-27.6561,16.5319,-11.6075,-20.3836
19.2752,-5.33535,-27.1188,19.4698,-5.38221,-26.9396
16.3659,-11.4963,-23.6408,16.5319,-11.6075,-20.3836
-4.12626,-34.7559,-29.9775,-4.1689,-34.9523,-26.0765
-3.97347,-34.7737,-22.9628,-3.98568,-34.9734,-27.5238
-19.3743,-46.0936,-27.867,-19.4169,-46.2929,-27.9821
-26.6074,-42.3324,-25.8288,-26.6859,-42.5196,-25.9322
-24.4762,-43.5994,-23.1739,-24.5547,-43.7848,-24.5575
19.1421,-5.79482,-17.9891,19.3353,-5.84707,-12.1665
17.0183,-10.5059,-15.7268,17.1826,-10.6202,-15.884
19.0926,-5.95592,-12.5145,19.2818,-6.02098,-13.5596
19.0781,-6.00226,-13.428,19.2688,-6.06271,-12.6469
16.3069,-11.5793,-11.5956,16.4763,-11.6859,-11.7106
17.0934,-10.3835,-13.774,17.2643,-10.4874,-17.3479
16.777,-10.888,-13.5528,16.9492,-10.9892,-13.6853
17.6821,-9.34522,-17.8831,17.8623,-9.43333,-18.0649
17.7057,-9.30048,-13.4995,17.8787,-9.40201,-13.6405
19.2486,-5.4305,-15.9152,19.4375,-5.49754,-17.3655
-10.3171,-33.4447,-16.1305,-10.4014,-33.6282,-17.5694
-7.50277,-34.1863,-17.1825,-7.53862,-34.3833,-16.323
-3.72593,-34.8011,-15.4452,-3.73452,-35.0013,-11.4983
-6.86011,-34.3213,-19.8558,-6.87437,-34.5224,-19.9693
-21.3591,-45.2083,-16.7264,-21.4184,-45.4015,-11.1327
-46.7283,-52.1199,-10.6357,-47.0758,-52.3453,-10.695
18.6463,-7.23283,-0.694607,18.8275,-7.31862,-8.6966
19.248,-5.43264,-5.61018,19.441,-5.4854,-0.746168
17.3811,-9.89393,-6.69767,17.5476,-10.0061,-6.76453
18.6745,-7.15954,-5.49747,18.8591,-7.23693,-0.700766
18.6745,-7.15954,-5.49747,18.8663,-7.21823,-9.47536
18.6745,-7.15954,-5.49747,18.8629,-7.2269,-5.02329
16.9322,-10.6442,-9.75458,17.0944,-10.7619,-5.42508
16.3889,-11.4632,-9.03732,16.5602,-11.5672,-5.56952
16.6552,-11.0726,-0.288065,16.8217,-11.1835,-4.53102
19.2788,-5.32252,-0.737219,19.4687,-5.38605,-7.73639
18.3578,-7.93674,-5.95901,18.5399,-8.01977,-3.1002
19.5894,-4.03189,-0.79837,19.7834,-4.0811,-1.19657
19.2795,-5.32002,-6.04573,19.4687,-5.38605,-7.73639
16.9598,-10.6004,-9.9431,17.1242,-10.7146,-10.0431
18.9905,-6.27471,-6.73525,19.1755,-6.35174,-6.79627
19.6873,-3.52284,-5.24396,19.8842,-3.55802,-1.9423
16.3882,-11.4641,-2.05662,16.5602,-11.5672,-5.56952
19.2471,-5.43612,-6.20688,19.441,-5.4854,-0.746168
16.1415,-11.8089,-7.18191,16.3104,-11.9169,-3.77635
19.5322,-4.30071,-0.654412,19.7272,-4.34449,-3.28224
18.6216,-7.29659,-9.42546,18.8123,-7.35709,-9.51636
18.6216,-7.29659,-9.42546,18.8094,-7.36522,-4.02141
16.6152,-11.1325,-4.4881,16.7839,-11.2403,-3.72775
17.45,-9.77216,-2.96944,17.6177,-9.88212,-9.56137
-5.29815,-34.5966,-6.49248,-5.3274,-34.7945,-4.42863
-4.83405,-34.6646,-8.83983,-4.86545,-34.8621,-2.87749
-2.84356,-34.8844,-1.28466,-2.88282,-35.0818,-7.50223
-9.22691,-33.7619,-8.37997,-9.30258,-33.9488,-8.42576
-5.33033,-34.5918,-8.51292,-5.37171,-34.7876,-9.49662
-4.57723,-34.6995,-9.21524,-4.57816,-34.901,-2.0393
-5.39011,-34.5824,-9.4397,-5.41098,-34.7816,-6.53112
-5.30852,-34.5951,-5.89538,-5.3274,-34.7945,-4.42863
-5.97342,-34.4865,-1.48474,-6.0131,-34.6825,-0.434706
-4.81391,-34.6673,-2.862,-4.81933,-34.8686,-8.89329
-4.81391,-34.6673,-2.862,-4.86545,-34.8621,-2.87749
-7.1094,-34.2702,-2.06195,-7.13376,-34.4694,-2.07498
-7.1094,-34.2702,-2.06195,-7.14415,-34.4674,-9.26374
-18.6259,-46.4009,-6.75919,-18.7223,-46.578,-6.78499
-49.0494,-49.9418,-9.23751,-49.3761,-50.1812,-9.2907
-48.6145,-50.3651,-4.02552,-48.9023,-50.6431,-8.50993
-65.9736,-53.5953,-3.13231,-66.3267,-53.7951,-3.14922
18.1048,-8.49799,1.79716,18.2817,-8.59203,8.08945
16.3445,-11.5265,6.13985,16.5021,-11.6499,6.65823
19.5769,-4.09224,3.64602,19.7696,-4.14788,1.4171
19.3091,-5.21154,3.99546,19.5044,-5.25514,9.50789
17.0948,-10.3809,3.7303,17.261,-10.4927,3.76241
19.4166,-4.79534,0.266143,19.6113,-4.8412,8.53129
-25.8018,-42.8283,8.69248,-25.9185,-42.9915,0.484499
-25.501,-43.0079,2.5724,-25.5965,-43.184,8.75275
-97.1314,-51.6287,1.8137,-97.5445,-51.7032,1.81868
17.4859,-9.70839,10.5511,17.6549,-9.81593,10.6625
17.4859,-9.70839,10.5511,17.6622,-9.80254,11.7363
19.7101,-3.39288,12.751,19.9065,-3.43095,15.7661
17.4984,-9.68563,11.6235,17.6724,-9.78391,14.5627
18.448,-7.72461,13.7806,18.633,-7.80076,18.4184
17.5177,-9.65029,14.4144,17.6923,-9.74787,14.6748
19.1332,-5.82432,16.3392,19.3203,-5.89595,15.3048
17.5875,-9.52246,11.8004,17.7699,-9.60554,11.9209
19.212,-5.55869,19.5053,19.4052,-5.61104,11.334
19.212,-5.55869,19.5053,19.4049,-5.61144,18.3439
-10.6729,-33.3328,17.9133,-10.755,-33.5166,18.0139
-8.39749,-33.9775,11.1546,-8.46432,-34.1672,11.2156
-9.3384,-33.7312,10.1678,-9.36971,-33.9301,14.561
-24.287,-43.7046,16.3058,-24.4074,-43.8671,16.3728
-24.6017,-43.5288,15.7306,-24.7306,-43.6855,15.7935
16.1269,-11.829,22.9263,16.2895,-11.9454,23.496
16.1269,-11.829,22.9263,16.2908,-11.9436,30.0734
18.1668,-8.36451,24.435,18.3435,-8.45903,27.6923
19.6223,-3.86831,23.185,19.8213,-3.89284,27.7318
-19.3878,-46.0883,24.104,-19.4865,-46.2632,24.1991
-19.8328,-45.8982,24.9155,-19.8807,-46.0953,25.0167
18.3883,-7.86596,32.369,18.5773,-7.93244,37.9544
17.2752,-10.0781,38.1912,17.4401,-10.1919,35.3829
16.0361,-11.9517,39.2028,16.2009,-12.0653,30.608
16.0361,-11.9517,39.2028,16.1886,-12.0818,33.9277
18.3178,-8.02846,34.6661,18.498,-8.11589,31.6568
18.1969,-8.29896,34.2012,18.373,-8.39475,39.9185
19.4123,-4.81266,38.5291,19.6079,-4.85531,31.0672
-5.39418,-34.5816,30.9418,-5.44911,-34.7755,31.1208
-18.2826,-46.5377,32.6121,-18.3318,-46.7332,32.7429
17.6894,-9.33216,42.081,17.8591,-9.43881,42.5048
18.4652,-7.68354,48.8204,18.6499,-7.76013,46.72
17.3323,-9.97943,47.7225,17.5074,-10.0764,41.8947
19.7305,-3.27171,42.4345,19.9256,-3.31945,42.8633
19.7691,-3.03096,41.7503,19.9647,-3.07371,42.1718
-9.93534,-33.5603,40.6788,-10.0078,-33.7474,40.4833
-7.2764,-34.2353,46.3428,-7.33866,-34.4262,46.6099
-20.3622,-45.5461,47.7346,-20.5038,-45.8218,41.8156
-67.1805,-52.0748,49.8598,-67.542,-52.2615,47.1204
17.7384,-9.23849,53.7212,17.9161,-9.33017,60.4258
17.7384,-9.23849,53.7212,17.918,-9.3268,55.9166
19.0305,-6.15088,52.8492,19.2216,-6.21019,54.8991
16.7494,-10.9298,52.1304,16.9223,-11.0304,52.6515
-21.5984,-45.0944,50.4027,-21.6705,-45.2819,50.6053
19.4366,-4.71343,62.7091,19.6339,-4.74861,61.4331
19.4175,-4.79005,68.5174,19.6087,-4.85198,69.205
-51.4382,-47.4778,64.5999,-51.6684,-47.818,64.9759
-48.2092,-50.7531,61.0594,-48.5593,-50.9719,61.4135
19.2006,-5.59841,70.5751,19.3883,-5.66897,71.3009
19.1505,-5.76669,70.1193,19.3461,-5.81105,70.8026
19.3402,-5.09462,74.0774,19.5302,-5.15892,75.1673
-9.48709,-33.6897,71.6396,-9.51704,-33.8891,72.0473
-22.5505,-44.6259,70.3678,-22.6575,-44.796,71.9334
-25.8555,-42.7958,75.8277,-25.9859,-42.9508,76.1334
18.2208,-8.24601,87.5542,18.3969,-8.3419,88.4283
19.5061,-4.41716,85.4371,19.7019,-4.45822,82.2273
-7.09444,-34.2734,82.0752,-7.11484,-34.4736,82.5424
-19.8729,-45.8809,89.0243,-19.9864,-46.05,89.3848
18.0532,-8.60704,91.8808,18.2274,-8.70646,100.999
19.7586,-3.09892,103.75,19.9579,-3.11915,104.802
18.9741,-6.32315,107.491,19.1681,-6.37348,108.484
-8.54661,-33.9404,102.85,-8.57126,-34.1406,103.434
-96.8991,-52.0634,104.772,-97.1944,-52.3589,105.166
-52.6052,-46.1814,114.52,-52.9762,-46.3648,115.191
19.9987,0.217868,-116.996,20.1986,0.205454,-118.141
19.9232,-1.74781,-112.271,20.122,-1.77562,-113.42
19.0829,5.98731,-114.365,19.2699,6.05893,-115.505
-43.8584,-54.5568,-104.831,-44.0448,-54.9199,-110.453
19.5441,4.24535,-99.2323,19.7368,4.30208,-100.252
-38.7373,-58.3044,-99.7252,-38.967,-58.6322,-90.9191
-17.1403,-46.9703,-82.9424,-17.2359,-47.1482,-83.2812
-40.899,-56.8089,-84.1719,-41.1314,-57.1347,-81.3146
-59.2658,-60.931,-83.1671,-59.4524,-61.3072,-83.5707
19.0094,6.21601,-66.3431,19.2034,6.26653,-63.941
6.20778,-34.4449,-68.9792,6.218,-34.6463,-69.3815
19.9628,-1.21951,-53.2356,20.1627,-1.22613,-51.7961
19.8219,-2.66356,-50.9487,20.0191,-2.69716,-56.9793
19.8385,2.53718,-55.9634,20.038,2.55311,-50.6482
-13.9951,-48.0015,-52.5531,-14.038,-48.1972,-59.2527
19.2629,5.37962,-41.5914,19.4574,5.42552,-42.0155
19.6691,3.6239,-40.0702,19.8675,3.64979,-40.478
18.9568,6.37364,-46.313,19.1514,6.42431,-46.7951
1.43671,-34.9705,-46.1779,1.43483,-35.1707,-48.3679
-11.8461,-48.5761,-47.8943,-11.9241,-48.7633,-48.0888
-11.7419,-48.602,-47.0306,-11.7693,-48.8012,-47.2179
-14.3678,-47.8912,-48.2189,-14.4016,-48.0899,-42.9321
-14.3678,-47.8912,-48.2189,-14.4088,-48.0877,-43.8992
-40.3508,-57.1995,-45.1841,-40.5009,-57.5834,-45.4457
-64.4775,-55.3865,-40.5629,-64.726,-55.7109,-40.755
19.5515,4.21264,-31.05,19.7492,4.24301,-31.3585
20,0.0872733,-33.8869,20.1998,0.0932591,-39.2037
18.8789,6.60238,-33.6641,19.0626,6.68268,-33.2104
19.7201,3.33443,-33.7585,19.9167,3.3715,-38.9295
19.9858,-0.759157,-36.015,20.185,-0.775116,-36.3736
18.8961,6.55256,-32.8671,19.082,6.62704,-34.0067
19.8768,-2.21663,-37.5883,20.0751,-2.24275,-37.0986
-38.8502,-58.2296,-32.6309,-39.1619,-58.5023,-32.8217
-62.0446,-58.0987,-34.8188,-62.4163,-58.2868,-35.8526
18.8783,6.60372,-28.3318,19.0676,6.66824,-28.5279
18.9133,6.50282,-28.2213,19.1,6.57488,-26.4948
19.4082,4.82942,-23.0508,19.6055,4.86553,-23.2862
-2.10423,-34.9367,-21.5985,-2.12896,-35.1356,-20.5409
6.17468,-34.4513,-21.8129,6.23155,-34.644,-21.9407
2.06656,-34.9389,-24.3491,2.09331,-35.1375,-24.4921
-41.1521,-56.6267,-27.532,-41.4418,-56.9101,-27.6894
19.099,5.9359,-12.8461,19.2859,6.00742,-12.9795
19.2066,5.57741,-17.0295,19.3944,5.64776,-19.6591
19.044,6.10941,-14.8334,19.235,6.16902,-10.9646
19.1329,5.82497,-10.2126,19.3227,5.88826,-19.5684
19.8208,-2.67296,-18.5875,20.0202,-2.68921,-18.7704
19.8878,2.11495,-10.6748,20.0854,2.14992,-12.0263
19.9978,-0.295945,-10.0498,20.1975,-0.31256,-19.3232
19.9978,-0.295945,-10.0498,20.1977,-0.306823,-10.1017
19.1355,5.8169,-11.1212,19.3227,5.88826,-19.5684
19.9999,0.0781949,-17.2447,20.1999,0.0913982,-17.4167
19.4825,4.51981,-15.8181,19.6747,4.57666,-14.6288
19.8718,-2.25969,-13.7307,20.0697,-2.29079,-17.4297
19.9801,0.891959,-19.5657,20.1805,0.889109,-15.4766
5.64807,-34.5412,-15.1705,5.70526,-34.7344,-15.0566
4.75572,-34.6754,-17.3593,4.78554,-34.8732,-14.0177
-1.31964,-34.975,-17.7989,-1.35021,-35.174,-17.9025
-1.3422,-34.9743,-18.7317,-1.35021,-35.174,-17.9025
5.77689,-34.52,-17.3649,5.79104,-34.7203,-18.1578
5.71136,-34.5308,-14.9673,5.75654,-34.726,-17.4676
-14.4161,-47.8767,-10.9427,-14.4426,-48.0776,-10.8597
-15.6819,-47.4772,-11.8253,-15.7788,-47.6559,-11.8715
-60.318,-59.8893,-12.8762,-60.6956,-60.0764,-12.9364
-61.6548,-58.512,-11.2396,-62.0007,-58.7288,-11.2932
19.7465,3.17392,-1.11241,19.9441,3.20556,-5.5778
19.9247,1.73328,-4.77712,20.123,1.76307,-1.5066
19.888,2.11369,-5.49072,20.0875,2.12896,-6.37938
19.888,2.11369,-5.49072,20.0859,2.144,-4.96118
19.9998,-0.0900687,-9.10473,20.1998,-0.0896562,-7.3921
19.9316,-1.65449,-4.12536,20.1296,-1.68354,-4.16715
19.9607,-1.25239,-8.97128,20.1605,-1.26296,-5.51036
19.4654,4.59342,-5.31843,19.6631,4.62636,-9.87897
19.9539,1.35842,-7.96563,20.1539,1.3639,-1.0905
19.9539,1.35842,-7.96563,20.154,1.35883,-8.04252
19.8691,2.28324,-4.32925,20.0666,2.31962,-3.97819
19.3016,5.23889,-4.8792,19.4949,5.29036,-1.53919
19.9063,-1.9337,-3.04376,20.1064,-1.94224,-9.63738
19.8946,2.05103,-6.31957,20.0947,2.05934,-5.54628
19.8946,2.05103,-6.31957,20.0945,2.06124,-7.33827
19.9944,0.479353,-7.36385,20.1939,0.499205,-7.43487
1.99444,-34.9431,-6.92832,2.0238,-35.1418,-1.69947
-0.890771,-34.9887,-6.09762,-0.875522,-35.1891,-5.10345
5.10513,-34.6257,-5.60733,5.12755,-34.8245,-1.05091
6.12403,-34.4601,-7.78093,6.17061,-34.6549,-6.93613
-0.798726,-34.991,-5.07353,-0.804243,-35.1908,-6.13713
-1.69693,-34.959,-2.41297,-1.70288,-35.1588,-7.59793
0.473695,-34.9968,-7.59132,0.482428,-35.1969,-2.78787
1.89381,-34.9487,-1.68655,1.88653,-35.1494,-2.05088
-0.152784,-34.9997,-8.76824,-0.129847,-35.1998,-2.94554
-1.64634,-34.9613,-7.55586,-1.66669,-35.1606,-2.42647
-15.9133,-47.4001,-8.22307,-15.9493,-47.599,-2.14162
-9.5057,-49.0879,-4.02878,-9.5797,-49.2776,-4.04444
-9.12906,-49.1595,-7.39848,-9.13438,-49.362,-8.49711
-60.7132,-59.4886,-1.18166,-61.0697,-59.6964,-1.47184
-88.6928,-65.0661,-4.19339,-89.0664,-65.2323,-4.21043
19.0005,6.24349,8.53267,19.1929,6.29869,1.90095
19.8511,-2.43924,0.398811,20.0478,-2.47634,0.404893
19.1363,5.8136,7.81041,19.3299,5.86467,7.89083
19.4598,4.61782,5.06095,19.6527,4.67006,2.71029
18.9522,6.38813,2.00658,19.1382,6.46189,2.0277
19.981,0.870053,5.47875,20.1809,0.875693,0.819765
19.6036,3.96278,5.5124,19.7966,4.01684,7.05697
19.1822,5.66095,8.60216,19.3775,5.70573,0.463682
20,0.0469818,7.60632,20.1999,0.0457723,2.78963
19.6388,3.78359,6.6927,19.8344,3.82552,2.71185
19.9403,1.54585,0.342822,20.1392,1.5669,4.29229
18.8363,6.72276,1.12575,19.0237,6.79278,5.54071
19.991,0.617281,0.394934,20.1907,0.612783,0.398412
19.9793,0.908476,0.815029,20.1787,0.929824,9.78712
19.6303,3.82851,2.68819,19.8286,3.85589,6.7602
19.8779,2.20571,3.85707,20.0761,2.23396,4.02466
19.628,3.83957,7.30737,19.8232,3.88295,2.75556
19.8189,-2.68473,0.150572,20.0187,-2.70051,2.45082
19.6063,3.94822,6.98759,19.8048,3.97592,7.38694
19.8085,-2.76113,0.11062,20.0067,-2.78807,0.15429
19.5979,3.99065,8.95773,19.7916,4.0412,5.5695
19.5979,3.99065,8.95773,19.7966,4.01684,7.05697
18.8186,6.77215,7.57733,19.004,6.84742,1.1353
19.1117,5.89426,8.27287,19.3003,5.96122,9.29609
19.9293,-1.68031,2.57989,20.1274,-1.7116,6.74092
0.134197,-34.9998,4.32262,0.109659,-35.1999,6.4907
-2.34607,-34.9213,7.28812,-2.3572,-35.1209,0.827003
3.44876,-34.8295,4.30376,3.44314,-35.0312,2.93908
-43.922,-54.5055,3.73275,-44.119,-54.8606,4.49058
-91.1517,-61.5741,9.00319,-91.488,-61.7908,0.748249
19.9871,0.716933,10.7833,20.1868,0.731323,11.3298
19.9759,0.984535,19.5736,20.1758,0.991037,15.8029
19.91,1.89417,13.6203,20.1102,1.90156,12.1985
19.8968,-2.02885,13.5753,20.0972,-2.03505,17.1148
19.9134,1.85954,12.0791,20.1132,1.87023,11.1569
19.925,1.72931,14.0973,20.1243,1.74667,18.9204
19.977,0.958111,15.6479,20.1766,0.974268,19.7796
19.7176,3.34787,19.3095,19.915,3.38135,13.0551
19.7438,3.19151,18.6851,19.9408,3.22567,10.5874
19.7229,3.31799,10.4733,19.9179,3.36406,19.5057
18.9026,6.53402,15.2441,19.0906,6.60259,14.1969
3.19005,-34.8543,11.6672,3.22968,-35.0515,17.43
3.65761,-34.8084,13.166,3.66848,-35.0084,14.655
5.60106,-34.5489,15.5805,5.65606,-34.7426,14.2933
-14.0202,-47.9942,15.7337,-14.1036,-48.1782,15.7949
-12.1088,-48.5116,14.9332,-12.137,-48.7107,11.4031
19.9966,0.370963,26.0488,20.197,0.363956,26.3171
19.9249,1.7319,24.6365,20.1236,1.75569,21.1328
19.8111,2.74296,21.2633,20.0095,2.76744,26.8745
20.0002,-0.0504841,28.1043,20.1999,-0.0391383,28.3803
19.9688,-1.11656,29.2902,20.1689,-1.11927,21.0935
19.9378,-1.58047,29.2128,20.1379,-1.58442,29.5031
19.9682,-1.12791,25.1789,20.1675,-1.1459,24.833
19.9943,-0.472544,28.5723,20.1943,-0.492279,28.8601
19.8439,-2.49371,22.5203,20.0425,-2.51778,23.4567
1.11392,-34.9823,21.4972,1.13259,-35.1818,25.7924
3.12429,-34.8603,27.1771,3.15898,-35.0576,27.3339
-17.5243,-46.8284,25.4798,-17.625,-47.0041,25.581
-38.6961,-58.3321,22.0734,-39.002,-58.6087,22.2012
19.8235,-2.65106,34.0094,20.0223,-2.67403,37.0035
19.3962,4.87714,31.8436,19.5905,4.92488,40.2739
19.8732,-2.24957,31.5785,20.0706,-2.28344,31.8902
19.9214,1.77129,32.1092,20.1208,1.78887,30.7647
19.5358,4.28358,32.2531,19.7284,4.34016,32.577
19.8714,-2.26373,34.4529,20.0706,-2.28344,31.8902
19.4922,4.47883,32.2012,19.6844,4.53535,32.5272
19.645,3.75094,38.4081,19.8417,3.78788,38.3953
-2.34614,-34.9213,36.7706,-2.36652,-35.1204,34.944
1.68402,-34.9594,32.1947,1.70747,-35.1585,39.6318
1.68402,-34.9594,32.1947,1.71925,-35.158,37.65
5.79672,-34.5166,37.2666,5.85041,-34.7107,37.4825
-45.3879,-53.2913,37.7515,-45.7117,-53.5407,32.1602
19.7235,3.31314,40.6272,19.9233,3.33135,41.0318
18.8283,6.74492,46.1941,19.0144,6.81837,40.689
19.4096,4.82408,45.6876,19.601,4.8831,46.1433
19.103,5.9225,48.2537,19.2977,5.97003,46.4651
-10.1884,-48.9508,44.3967,-10.2617,-49.1402,44.577
-10.1884,-48.9508,44.3967,-10.215,-49.1497,50.0015
19.5018,4.43603,52.2839,19.6958,4.48455,57.2448
19.5093,4.40342,56.6726,19.7033,4.45239,52.8065
19.9989,-0.210164,56.9644,20.199,-0.210035,56.6
19.9733,1.03357,54.1923,20.1725,1.05496,57.3892
19.5782,4.08565,52.0543,19.7734,4.1293,57.8578
-11.1268,-48.7463,53.6815,-11.1514,-48.9456,52.649
-13.3979,-48.1716,56.8765,-13.4182,-48.3735,57.1077
19.9086,-1.91088,60.1338,20.1068,-1.94044,60.7419
-12.5769,-48.3926,66.462,-12.6559,-48.5783,66.7305
-43.7353,-54.6558,61.7351,-44.0299,-54.9321,62.0867
19.974,-1.02261,75.6799,20.1739,-1.02203,76.4301
19.9232,-1.75109,71.2997,20.122,-1.77307,80.492
-1.52456,-34.9669,74.2429,-1.55755,-35.1657,74.6664
-59.482,-60.7193,78.7909,-59.6796,-61.0861,79.1724
-61.8563,-58.2995,74.442,-62.2344,-58.4814,74.8019
-63.4706,-56.5374,73.9193,-63.8527,-56.7098,77.9811
19.988,0.698739,82.366,20.187,0.713498,83.2067
-2.17407,-34.9324,84.4156,-2.16204,-35.1333,84.9031
-2.26814,-34.9264,82.3695,-2.28209,-35.126,89.1705
-16.1363,-47.3244,83.5875,-16.1695,-47.5243,83.9256
19.9985,0.24205,99.0058,20.1985,0.249051,97.1159
18.7698,6.90605,97.4255,18.9618,6.96375,94.7838
18.7651,6.91908,93.8439,18.9476,7.00189,98.4224
19.9982,-0.270309,90.0601,20.1976,-0.285839,90.9583
1.78097,-34.9546,99.8325,1.81258,-35.1534,94.9989
2.18587,-34.9316,99.6163,2.22188,-35.1298,100.919
-1.80136,-34.9538,103.231,-1.78916,-35.1546,103.817
-11.0085,-48.7733,102.304,-11.0725,-48.9637,104.547
-11.0085,-48.7733,102.304,-11.0187,-48.976,102.715
-39.991,-57.4519,101.954,-40.1382,-57.8366,107.141
-39.8392,-57.5572,106.523,-40.1382,-57.8366,107.141
1.19484,-34.9795,114.435,1.1757,-35.1801,115.097
9.76986,-33.6089,-110.183,9.84585,-33.7947,-110.814
18.0612,8.59017,-90.2974,18.2433,8.67308,-93.3918
6.90653,-34.3118,-99.1556,6.96017,-34.505,-100.408
11.3346,-33.1139,-92.87,11.3944,-33.3048,-95.8975
-0.948344,-49.991,-97.7086,-0.972249,-50.1905,-94.444
-57.6675,-62.4456,-97.2559,-57.8507,-62.8207,-97.7277
14.4889,13.7865,-82.0305,14.6238,13.9347,-82.8429
10.8097,-33.2889,-86.452,10.8883,-33.4736,-90.4207
7.6141,-34.1617,-83.1831,7.65141,-34.3584,-90.0204
-3.40938,-49.8837,-80.6733,-3.43433,-50.0824,-80.5303
14.4182,-31.8923,-76.6735,14.5174,-32.0668,-77.1083
-7.1283,-49.4892,-74.1148,-7.19372,-49.682,-74.4124
14.0939,14.1902,-63.3206,14.2388,14.3283,-63.9626
17.819,9.08223,-63.39,17.9973,9.17259,-69.6636
17.8336,9.05338,-68.9768,18.0148,9.13847,-64.0178
-3.5557,-49.8734,-63.5463,-3.5918,-50.0713,-62.8871
-35.3496,-60.4185,-63.2761,-35.4741,-60.8093,-67.4709
-35.3565,-60.4147,-67.0818,-35.4741,-60.8093,-67.4709
14.7716,13.4834,-54.9217,14.9284,13.6084,-55.4721
17.1584,10.2759,-56.6487,17.3286,10.3799,-57.2127
16.6026,11.1514,-51.5293,16.7755,11.2527,-58.8135
18.2256,8.2357,-53.0772,18.4138,8.30491,-56.7557
11.4101,-33.0882,-58.2397,11.4552,-33.284,-58.5731
-2.401,-49.9423,-51.4234,-2.37467,-50.1438,-56.6834
